"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0M790","2020-02-11 00:00:00","15.000","0.000","0.000","16.400","0.880","1020.200","","0.000","-99.000","-99.000","-99.000","23.500","","11.900",""
"C0R130","2020-02-11 00:00:00","1040.000","79.000","2.000","12.600","0.690","903.500","","0.000","-99.000","-99.000","-99.000","19.300","","11.100",""
"C0AH30","2020-02-11 00:00:00","755.000","159.000","7.000","12.900","0.990","936.800","","0.000","-99.000","-99.000","-99.000","13.300","","8.500",""
"C0X170","2020-02-11 00:00:00","50.000","77.000","0.500","16.300","0.870","1016.400","","0.000","-99.000","-99.000","-99.000","24.900","","12.300",""
"C0K291","2020-02-11 00:00:00","8.000","11.000","1.400","16.000","0.940","1022.500","","0.000","-99.000","-99.000","-99.000","20.000","","11.900",""
"C0D480","2020-02-11 00:00:00","223.000","0.000","0.000","13.300","0.960","995.700","","0.000","-99.000","-99.000","-99.000","22.800","","11.200",""
"C0F0C0","2020-02-11 00:00:00","983.000","0.000","0.200","11.800","0.970","911.200","","0.000","-99.000","-99.000","-99.000","20.200","","10.600",""
"C0U860","2020-02-11 00:00:00","5.000","0.000","0.200","17.200","0.740","1023.600","","0.000","-99.000","-99.000","-99.000","19.100","","12.800",""
"C0UA50","2020-02-11 00:00:00","808.000","155.000","1.500","11.600","0.900","930.900","","0.000","8.000","123.000","","11.700","","7.500",""
"C0X320","2020-02-11 00:00:00","30.000","0.000","0.000","15.200","0.910","1018.700","","0.000","-99.000","-99.000","-99.000","24.900","","11.400",""
"C0T960","2020-02-11 00:00:00","120.000","0.000","0.000","14.700","0.990","1011.000","","0.500","-99.000","-99.000","-99.000","18.500","","13.400",""
"C0SA80","2020-02-11 00:00:00","136.000","271.000","0.300","16.300","0.900","1009.100","","0.000","-99.000","-99.000","-99.000","20.100","","14.000",""
"C0E780","2020-02-11 00:00:00","160.000","287.000","0.800","15.500","0.880","1003.800","","0.000","-99.000","-99.000","-99.000","23.400","","9.800",""
"C0F9Q0","2020-02-11 00:00:00","149.000","0.000","0.000","15.700","0.900","1004.500","","0.000","-99.000","-99.000","-99.000","22.000","","11.000",""
"C0F9X0","2020-02-11 00:00:00","166.000","0.000","0.000","16.000","0.990","1003.100","","0.000","-99.000","-99.000","-99.000","22.000","","11.500",""
"C0F0D0","2020-02-11 00:00:00","3171.000","173.000","0.900","3.600","0.680","700.700","","0.000","-99.000","-99.000","-99.000","9.500","","-1.200",""
"C0S730","2020-02-11 00:00:00","110.000","76.000","3.700","17.800","0.700","1012.100","","1.000","-99.000","-99.000","-99.000","18.300","","15.700",""
"C0T790","2020-02-11 00:00:00","2830.000","275.000","0.400","6.100","0.600","730.400","","0.000","-99.000","-99.000","-99.000","16.200","","0.000",""
"C0M830","2020-02-11 00:00:00","540.000","0.000","0.000","15.300","0.880","961.900","","0.000","-99.000","-99.000","-99.000","22.100","","12.200",""
"C0V750","2020-02-11 00:00:00","50.000","1.000","1.700","17.700","0.760","1017.800","","0.000","-99.000","-99.000","-99.000","24.100","","14.600",""
"C0K530","2020-02-11 00:00:00","12.000","36.000","1.700","16.200","0.910","1021.800","","0.000","-99.000","-99.000","-99.000","19.700","","12.300",""
"C0M780","2020-02-11 00:00:00","30.000","0.000","0.000","16.200","0.880","1019.800","","0.000","-99.000","-99.000","-99.000","22.700","","11.700",""
"C0V360","2020-02-11 00:00:00","94.000","0.000","0.000","15.200","0.910","1011.500","","0.000","-99.000","-99.000","-99.000","27.400","","10.900",""
"C0I080","2020-02-11 00:00:00","536.000","0.000","0.000","13.700","0.920","964.100","","0.000","-99.000","-99.000","-99.000","24.100","","12.000",""
"C0UA00","2020-02-11 00:00:00","392.000","147.000","0.600","11.500","0.940","979.500","","0.000","-99.000","-99.000","-99.000","16.600","","10.700",""
"C0AD40","2020-02-11 00:00:00","32.000","0.000","0.000","13.900","0.860","1018.800","","0.000","-99.000","-99.000","-99.000","19.900","","12.700",""
"C0G900","2020-02-11 00:00:00","20.000","3.000","3.500","16.700","0.950","1019.400","","0.000","-99.000","-99.000","-99.000","20.300","","13.400",""
"C0S660","2020-02-11 00:00:00","794.000","268.000","0.300","11.900","0.960","936.400","","0.000","-99.000","-99.000","-99.000","14.600","","10.700",""
"C0M640","2020-02-11 00:00:00","155.000","0.000","0.000","17.100","0.800","1004.500","","0.000","-99.000","-99.000","-99.000","23.200","","12.300",""
"C0R660","2020-02-11 00:00:00","20.000","58.000","1.300","18.700","0.780","1021.000","","0.000","-99.000","-99.000","-99.000","22.800","","14.700",""
"C0UA10","2020-02-11 00:00:00","1711.000","320.000","1.100","6.200","1.000","837.400","","0.000","-99.000","-99.000","-99.000","8.200","","1.400",""
"C0V770","2020-02-11 00:00:00","26.000","0.000","0.200","17.400","0.740","1019.600","","0.000","-99.000","-99.000","-99.000","23.900","","13.700",""
"C0E730","2020-02-11 00:00:00","26.000","0.000","0.000","15.900","0.840","1018.100","","0.000","-99.000","-99.000","-99.000","23.300","","12.100",""
"C0V810","2020-02-11 00:00:00","32.000","0.000","0.000","18.000","0.960","1018.000","","0.000","-99.000","-99.000","-99.000","21.300","","14.300",""
"C0A9C0","2020-02-11 00:00:00","35.000","87.000","0.400","18.000","0.660","1019.300","","0.000","-99.000","-99.000","-99.000","19.800","","13.900",""
"C0X310","2020-02-11 00:00:00","9.000","4.000","2.300","17.000","0.850","1022.800","","0.000","-99.000","-99.000","-99.000","20.000","","13.400",""
"C0K280","2020-02-11 00:00:00","23.000","18.000","0.800","15.700","0.960","1022.800","","0.000","-99.000","-99.000","-99.000","24.200","","10.900",""
"C0M650","2020-02-11 00:00:00","20.000","344.000","0.800","16.100","0.910","1021.100","","0.000","-99.000","-99.000","-99.000","22.500","","11.600",""
"C0S910","2020-02-11 00:00:00","212.000","48.000","1.100","18.500","0.820","1000.800","","0.000","-99.000","-99.000","-99.000","20.300","","17.500",""
"C0D570","2020-02-11 00:00:00","15.000","0.000","0.000","14.200","0.990","1021.000","","0.000","-99.000","-99.000","-99.000","22.900","","9.100",""
"C0A9F0","2020-02-11 00:00:00","35.000","0.000","0.200","17.400","0.670","1019.400","","0.000","-99.000","-99.000","-99.000","20.000","","13.100",""
"C0F9A0","2020-02-11 00:00:00","425.000","0.000","0.000","16.100","0.770","973.000","","0.000","-99.000","-99.000","-99.000","22.200","","13.200",""
"C0O950","2020-02-11 00:00:00","4.000","345.000","0.400","16.300","0.910","1021.500","","0.000","-99.000","-99.000","-99.000","22.800","","12.600",""
"C0M760","2020-02-11 00:00:00","40.000","310.000","0.700","16.900","0.830","1018.500","","0.000","-99.000","-99.000","-99.000","23.700","","12.400",""
"C0AH70","2020-02-11 00:00:00","34.000","277.000","0.500","17.800","0.580","1019.200","","0.000","-99.000","-99.000","-99.000","20.300","","13.200",""
"C0V250","2020-02-11 00:00:00","298.000","95.000","0.700","15.700","0.880","988.000","","0.000","-99.000","-99.000","-99.000","25.900","","11.900",""
"C0Z290","2020-02-11 00:00:00","946.000","0.000","0.000","10.200","1.000","918.200","","0.500","-99.000","-99.000","-99.000","10.900","","8.600",""
"CM0120","2020-02-11 00:00:00","4.000","41.000","2.500","16.900","0.800","1022.600","","0.000","-99.000","-99.000","-99.000","19.900","","13.200",""
"C0G760","2020-02-11 00:00:00","53.000","0.000","0.000","15.500","0.990","1019.300","","0.000","-99.000","-99.000","-99.000","23.500","","11.400",""
"C0E820","2020-02-11 00:00:00","220.000","209.000","0.500","13.600","0.920","997.100","","0.000","-99.000","-99.000","-99.000","20.400","","8.000",""
"C0A530","2020-02-11 00:00:00","300.000","151.000","2.400","15.300","0.880","988.400","","0.000","7.700","143.000","","18.600","","7.900",""
"C0M520","2020-02-11 00:00:00","15.000","330.000","1.700","15.800","0.890","1020.800","","0.000","-99.000","-99.000","-99.000","21.700","","11.200",""
"C0K240","2020-02-11 00:00:00","1132.000","0.000","0.000","11.600","0.990","898.500","","0.000","-99.000","-99.000","-99.000","19.700","","10.900",""
"C0V210","2020-02-11 00:00:00","734.000","207.000","1.300","15.200","0.830","939.900","","0.000","-99.000","-99.000","-99.000","23.100","","11.100",""
"C0Z320","2020-02-11 00:00:00","646.000","222.000","0.900","11.300","1.000","950.600","","1.500","-99.000","-99.000","-99.000","14.400","","10.000",""
"C0R600","2020-02-11 00:00:00","766.000","259.000","0.800","14.400","0.970","934.600","","0.000","-99.000","-99.000","-99.000","19.100","","13.600",""
"C0C650","2020-02-11 00:00:00","208.000","221.000","0.800","13.600","0.790","998.000","","0.000","-99.000","-99.000","-99.000","19.100","","10.700",""
"C0F9I0","2020-02-11 00:00:00","194.000","329.000","1.300","15.400","0.970","999.500","","0.000","-99.000","-99.000","-99.000","22.600","","11.100",""
"C0T820","2020-02-11 00:00:00","550.000","0.000","0.000","13.000","0.830","965.400","","0.000","-99.000","-99.000","-99.000","15.900","","11.700",""
"C0S890","2020-02-11 00:00:00","238.000","0.000","0.000","15.300","0.910","1000.800","","0.000","-99.000","-99.000","-99.000","18.700","","13.600",""
"C0G840","2020-02-11 00:00:00","32.000","0.000","0.000","15.600","0.960","1018.800","","0.000","-99.000","-99.000","-99.000","24.500","","11.200",""
"C0V710","2020-02-11 00:00:00","34.000","8.000","1.300","19.400","0.710","1018.300","","0.000","-99.000","-99.000","-99.000","23.600","","16.400",""
"C0X140","2020-02-11 00:00:00","17.000","341.000","0.400","17.400","0.820","1020.300","","0.000","-99.000","-99.000","-99.000","24.100","","12.900",""
"C0C680","2020-02-11 00:00:00","228.000","88.000","2.200","15.800","0.660","994.200","","0.000","-99.000","-99.000","-99.000","18.200","","11.300",""
"C0D360","2020-02-11 00:00:00","523.000","0.000","0.000","12.200","0.960","960.900","","0.000","-99.000","-99.000","-99.000","20.700","","9.300",""
"C0C710","2020-02-11 00:00:00","143.000","0.000","0.100","11.600","0.990","1006.700","","0.000","-99.000","-99.000","-99.000","21.100","","11.600",""
"C0Z190","2020-02-11 00:00:00","62.000","304.000","1.500","17.700","0.740","1017.200","","0.000","-99.000","-99.000","-99.000","18.400","","15.500",""
"C0Z020","2020-02-11 00:00:00","211.000","0.000","0.000","15.100","0.990","1000.000","","0.000","-99.000","-99.000","-99.000","17.500","","12.900",""
"C0I380","2020-02-11 00:00:00","258.000","0.000","0.000","14.400","0.980","992.000","","0.000","-99.000","-99.000","-99.000","23.300","","12.200",""
"C0D560","2020-02-11 00:00:00","147.000","159.000","0.400","14.500","0.860","1005.800","","0.000","-99.000","-99.000","-99.000","22.600","","12.100",""
"C0Z220","2020-02-11 00:00:00","589.000","264.000","1.300","12.300","0.920","957.700","","0.000","-99.000","-99.000","-99.000","13.600","","10.600",""
"C0R220","2020-02-11 00:00:00","23.000","24.000","1.000","18.400","1.000","1020.300","","0.000","-99.000","-99.000","-99.000","23.800","","14.600",""
"C0A870","2020-02-11 00:00:00","685.000","141.000","3.100","12.400","0.910","942.100","","0.000","-99.000","-99.000","-99.000","15.200","","7.700",""
"C0V670","2020-02-11 00:00:00","20.000","4.000","1.100","18.500","0.730","1020.200","","0.000","-99.000","-99.000","-99.000","22.400","","14.800",""
"C0G770","2020-02-11 00:00:00","15.000","3.000","0.900","17.200","0.900","1021.000","","0.000","-99.000","-99.000","-99.000","22.600","","13.500",""
"C0C540","2020-02-11 00:00:00","46.000","187.000","0.800","14.900","0.770","1017.100","","0.000","-99.000","-99.000","-99.000","22.500","","11.000",""
"C0F9O0","2020-02-11 00:00:00","175.000","0.000","0.000","16.400","1.000","1001.800","","0.000","-99.000","-99.000","-99.000","23.500","","12.400",""
"C0Z230","2020-02-11 00:00:00","31.000","293.000","4.500","16.500","0.680","1021.500","","0.000","-99.000","-99.000","-99.000","17.600","","15.200",""
"C0U900","2020-02-11 00:00:00","63.000","194.000","1.600","14.500","0.860","1018.000","","0.000","-99.000","-99.000","-99.000","17.600","","13.000",""
"C0X200","2020-02-11 00:00:00","61.000","0.000","0.100","15.000","0.980","1015.400","","0.000","-99.000","-99.000","-99.000","23.900","","11.300",""
"C0V500","2020-02-11 00:00:00","6.000","23.000","1.000","19.400","0.690","1020.300","","0.000","-99.000","-99.000","-99.000","23.300","","16.300",""
"C0G640","2020-02-11 00:00:00","17.000","349.000","0.600","16.300","0.930","1023.400","","0.000","-99.000","-99.000","-99.000","21.700","","12.100",""
"C0Z080","2020-02-11 00:00:00","298.000","189.000","0.800","13.700","0.950","990.300","","1.000","-99.000","-99.000","-99.000","18.000","","12.300",""
"C0U770","2020-02-11 00:00:00","5.000","341.000","4.200","15.900","0.730","1023.900","","0.000","-99.000","-99.000","-99.000","17.600","","14.500",""
"C0Z210","2020-02-11 00:00:00","126.000","0.000","0.000","14.700","0.990","1012.100","","0.500","-99.000","-99.000","-99.000","17.900","","12.800",""
"C0V690","2020-02-11 00:00:00","30.000","44.000","2.100","18.700","0.760","1019.900","","0.000","-99.000","-99.000","-99.000","21.900","","15.300",""
"C0M690","2020-02-11 00:00:00","33.000","4.000","0.900","16.500","0.870","1018.300","","0.000","-99.000","-99.000","-99.000","23.700","","11.900",""
"C0R440","2020-02-11 00:00:00","1654.000","68.000","6.700","6.800","1.000","839.600","","0.500","13.000","75.000","","8.600","","5.800",""
"C0F970","2020-02-11 00:00:00","145.000","107.000","1.300","15.700","0.810","1004.700","","0.000","-99.000","-99.000","-99.000","22.900","","12.700",""
"C0C490","2020-02-11 00:00:00","157.000","0.000","0.000","14.400","0.850","1004.000","","0.000","-99.000","-99.000","-99.000","21.200","","12.200",""
"C0X160","2020-02-11 00:00:00","26.000","358.000","1.000","18.200","0.840","1020.100","","0.000","-99.000","-99.000","-99.000","23.200","","14.000",""
"C0S760","2020-02-11 00:00:00","1621.000","0.000","0.000","6.700","1.000","846.000","","0.000","-99.000","-99.000","-99.000","8.500","","6.300",""
"C0O830","2020-02-11 00:00:00","127.000","45.000","0.600","16.400","0.990","1008.400","","0.000","-99.000","-99.000","-99.000","26.700","","11.900",""
"C0A9A0","2020-02-11 00:00:00","24.000","84.000","1.600","18.300","0.610","1020.000","","0.000","-99.000","-99.000","-99.000","19.900","","13.200",""
"C0AD50","2020-02-11 00:00:00","84.000","0.000","0.000","14.600","1.000","1013.300","","0.000","-99.000","-99.000","-99.000","19.800","","12.800",""
"C0G620","2020-02-11 00:00:00","110.000","256.000","0.600","15.400","0.960","1009.400","","0.000","-99.000","-99.000","-99.000","25.200","","10.900",""
"C0V310","2020-02-11 00:00:00","46.000","351.000","0.300","18.500","0.710","1016.500","","0.000","-99.000","-99.000","-99.000","26.700","","14.800",""
"C0X110","2020-02-11 00:00:00","20.000","14.000","1.200","18.400","0.740","1020.800","","0.000","-99.000","-99.000","-99.000","22.200","","15.100",""
"C0S980","2020-02-11 00:00:00","901.000","302.000","1.300","11.500","1.000","922.600","","1.500","-99.000","-99.000","-99.000","15.200","","10.100",""
"C0R320","2020-02-11 00:00:00","7.000","71.000","7.400","19.200","0.730","1022.200","","0.000","13.000","81.000","","21.600","","17.400",""
"C0O860","2020-02-11 00:00:00","38.000","343.000","0.700","16.200","0.990","1017.800","","0.000","-99.000","-99.000","-99.000","24.500","","12.400",""
"C0U950","2020-02-11 00:00:00","1012.000","144.000","11.600","9.900","1.000","909.800","","0.000","-99.000","-99.000","-99.000","9.900","","5.300",""
"C0R260","2020-02-11 00:00:00","76.000","0.000","0.200","16.800","0.820","1013.500","","0.000","-99.000","-99.000","-99.000","24.800","","14.700",""
"C0G880","2020-02-11 00:00:00","92.000","0.000","0.100","16.800","0.860","1011.800","","0.000","-99.000","-99.000","-99.000","24.600","","13.400",""
"C0R520","2020-02-11 00:00:00","18.000","334.000","0.600","18.500","0.840","1020.700","","0.000","-99.000","-99.000","-99.000","23.700","","15.300",""
"C0O810","2020-02-11 00:00:00","161.000","0.000","0.000","16.800","0.990","1005.300","","0.000","-99.000","-99.000","-99.000","25.500","","12.800",""
"C0E790","2020-02-11 00:00:00","344.000","113.000","0.500","14.400","1.000","981.900","","0.000","-99.000","-99.000","-99.000","22.400","","11.200",""
"C0F9Y0","2020-02-11 00:00:00","3313.000","252.000","1.700","2.700","0.750","689.000","","0.000","-99.000","-99.000","-99.000","7.800","","-1.600",""
"C0S930","2020-02-11 00:00:00","248.000","0.000","0.200","15.500","0.860","997.000","","0.000","-99.000","-99.000","-99.000","17.800","","13.500",""
"C0M770","2020-02-11 00:00:00","164.000","0.000","0.000","15.900","0.860","1003.300","","0.000","-99.000","-99.000","-99.000","23.300","","12.300",""
"C0SA30","2020-02-11 00:00:00","92.000","299.000","1.400","17.600","0.720","1015.200","","0.000","-99.000","-99.000","-99.000","19.300","","15.500",""
"C0U710","2020-02-11 00:00:00","1942.000","0.000","0.100","9.200","0.600","812.500","","0.000","-99.000","-99.000","-99.000","13.500","","0.700",""
"C0Z100","2020-02-11 00:00:00","36.000","245.000","1.000","16.100","0.870","1022.400","","0.000","-99.000","-99.000","-99.000","20.100","","14.100",""
"C0Z170","2020-02-11 00:00:00","199.000","0.000","0.200","15.600","0.870","1004.100","","0.000","-99.000","-99.000","-99.000","18.500","","14.300",""
"C0K430","2020-02-11 00:00:00","30.000","330.000","0.900","15.900","0.990","1020.600","","0.000","-99.000","-99.000","-99.000","22.500","","11.100",""
"C0S960","2020-02-11 00:00:00","32.000","296.000","1.100","18.500","0.700","1021.000","","0.000","-99.000","-99.000","-99.000","19.900","","16.600",""
"C0T9M0","2020-02-11 00:00:00","92.000","302.000","2.400","16.400","0.820","1016.300","","0.000","-99.000","-99.000","-99.000","20.200","","13.500",""
"C0AI00","2020-02-11 00:00:00","188.000","0.000","0.000","15.000","0.810","1001.600","","0.000","-99.000","-99.000","-99.000","21.700","","11.100",""
"C0AC40","2020-02-11 00:00:00","1079.000","149.000","2.800","9.600","0.990","899.900","","0.500","-99.000","-99.000","-99.000","10.200","","3.700",""
